VitiLevu,Malaita,EspiritoSanto,GrandeTerre,Guam,Tarawa,Pohnpei,Saipan,Majuro,Koror,Tuvalu,Nauru,Tahiti,Upolu,Tongatapu,Rarotonga,Wallis,Niue
28.345000000000027,31.016999999999996,29.68900000000002,28.180999999999983,28.37900000000002,27.468999999999994,29.028999999999996,28.194999999999993,27.869000000000028,29.68599999999998,30.038999999999987,27.75999999999999,27.845000000000027,29.543999999999983,26.55200000000002,27.807999999999993,29.545000000000016,29.050999999999988
28.031999999999982,31.09899999999999,30.107000000000028,28.226999999999975,28.322000000000003,27.43599999999998,28.988999999999976,28.201000000000022,28.543000000000006,28.66500000000002,29.932999999999993,27.73399999999998,27.892999999999972,29.581000000000017,26.649999999999977,27.932000000000016,29.476999999999975,29.185000000000002
28.196000000000026,30.701999999999998,29.646000000000015,28.589,28.41500000000002,27.062999999999988,28.80200000000002,28.25200000000001,28.627999999999986,28.524999999999977,29.730999999999995,27.839999999999975,28.09699999999998,29.444000000000017,26.718000000000018,27.745000000000005,29.35899999999998,29.02800000000002
28.230999999999995,30.72199999999998,29.803999999999974,28.617999999999995,28.353999999999985,27.040999999999997,28.94999999999999,28.124000000000024,28.52199999999999,28.62299999999999,29.692999999999984,27.932999999999993,27.762,29.468999999999994,26.826000000000022,27.391999999999996,29.497000000000014,28.963000000000022
28.250999999999976,30.641999999999996,29.82499999999999,28.391999999999996,28.34699999999998,27.06400000000002,28.375,28.16500000000002,28.245000000000005,28.776999999999987,29.776999999999987,27.913999999999987,27.841999999999985,29.488999999999976,26.838000000000022,27.541999999999973,29.613,27.990999999999985
28.22199999999998,30.706000000000017,29.81099999999998,28.333000000000027,28.199000000000012,26.97399999999999,28.50799999999998,28.32499999999999,28.170999999999992,29.795999999999992,29.781000000000006,27.899999999999977,28.348000000000013,29.149999999999977,27.303999999999974,27.730999999999995,29.536999999999978,27.82299999999998
28.218000000000018,30.708000000000027,29.939999999999998,28.15300000000002,28.454999999999984,26.458000000000027,28.733000000000004,28.24799999999999,28.23599999999999,29.454999999999984,29.61700000000002,28.074000000000012,28.338000000000022,29.105000000000018,27.355999999999995,28.017999999999972,29.279999999999973,27.737000000000023
27.865999999999985,30.343999999999994,29.732000000000028,28.754999999999995,28.706999999999994,26.444000000000017,28.84899999999999,28.199000000000012,28.01400000000001,29.178999999999974,29.60899999999998,28.142999999999972,28.173000000000002,29.163999999999987,27.38499999999999,28.14100000000002,29.235000000000014,27.855999999999995
28.420999999999992,30.112000000000023,29.57299999999998,28.88900000000001,28.636000000000024,26.505999999999972,29.067999999999984,28.148000000000025,28.142999999999972,28.937000000000012,29.675999999999988,28.166999999999973,27.954999999999984,29.173000000000002,27.353999999999985,28.048000000000002,29.208000000000027,28.37099999999998
28.480999999999995,29.964,29.61500000000001,28.86700000000002,29.05000000000001,26.58699999999999,28.98399999999998,28.223000000000013,28.184000000000026,28.769000000000005,29.557999999999993,27.696000000000026,28.009000000000015,29.201000000000022,27.579000000000008,27.40300000000002,29.326999999999998,28.485000000000014
